job_title,level,min_salary,max_salary,min_exp,max_exp,job_description,soft_skill,hard_skill,interest,education,job_category,job_id
Mobile Security Analyst,Mid,60000,90000,3,7,Transportation,Analytical Thinking|Problem Solving|Attention to Detail|Communication|Technical Understanding|Research,Mobile Development|Vulnerability Assessment|Penetration Testing|Cryptography|Authentication Systems|Threat Intelligence,Security|Cybersecurity|Security|Digital Forensics|Security,Bachelor's in Cybersecurity|Bachelor's in Computer Science|Master's in Cybersecurity,Technology,149.0
Script Supervisor,Mid,40000,65000,2,5,Transportation,Attention to Detail|Communication|Organization|Problem Solving|Adaptability|Time Management,Shell Scripting|Storyboarding|Video Editing|Copywriting|Confluence|Project Management,Film|Cinema|Programming|Data Analysis|Film,Bachelor's in Film Production|Bachelor's in Theater Arts|Associate's in Photography,Creative,150.0
Regulatory Affairs Specialist,Mid,55000,85000,3,7,Transportation,Attention to Detail|Communication|Analytical Thinking|Problem Solving|Research|Organization,Regulatory Compliance|Confluence|Clinical Trials|Product Development|Quality Control|Regulatory Compliance,Corporate Governance|Security|Healthcare|Pharmaceuticals|Medical Devices,Bachelor's in Biology|Bachelor's in Business Administration|Master's in Biology,Business,151.0
Cybersecurity Architect,Senior,80000,125000,5,9,Transportation,Problem Solving|Strategic Thinking|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Leadership,Security Architecture|Network Security|Cloud Security|Risk Assessment|Security Compliance|Identity Management,Cybersecurity|Information Security|IT Infrastructure|Risk Management|Security,Bachelor's in Cybersecurity|Master's in Cybersecurity|Bachelor's in Computer Science,Technology,152.0
Illustrator,Mid,40000,65000,2,5,Transportation,Creativity|Attention to Detail|Communication|Technical Understanding|Problem Solving|Adaptability,Adobe Illustrator|Illustration|Sketch|Color Theory|Graphic Design|Illustration,Illustration|Visual Art|Character Design|Art|Illustration,Bachelor's in Illustration|Bachelor's in Fine Arts|Associate's in Graphic Design,Creative,153.0
Compensation and Benefits Manager,Senior,65000,95000,4,8,Transportation,Leadership|Communication|Analytical Thinking|Decision Making|Problem Solving|Organization|Strategic Thinking,Urban Planning|Benefits Administration|HR Management|Regulatory Compliance|Accounting|Performance Management,Accounting|Medical Administration|Human Resources|Team Management|Organizational Psychology,Bachelor's in Human Resources|Master's in Human Resources|Bachelor's in Business Administration,Business,154.0
VR/AR Software Developer,Mid,60000,90000,3,7,Transportation,Problem Solving|Creativity|Technical Understanding|Communication|Attention to Detail|Adaptability,Solidity|Animation|C#|3D Modeling|Authentication Systems|Computer Vision,3D Graphics|Computer Vision|Game Development|Scientific Computing|Technology,Bachelor's in Computer Science|Bachelor's in Game Development|Bachelor's in Interactive Media,Technology,155.0
Brand Strategist,Mid,50000,80000,3,7,Transportation,Strategic Thinking|Creativity|Communication|Analytical Thinking|Problem Solving|Research|Vision,Brand Strategy|Market Research|Market Analysis|Market Research|Brand Strategy|Campaign Management,Brand Design|Marketing Strategy|Marketing|Market Research|Advertising,Bachelor's in Marketing|Master's in Marketing|Bachelor's in Communications,Creative,156.0
Energy Analyst,Mid,50000,80000,2,5,Transportation,Analytical Thinking|Communication|Problem Solving|Attention to Detail|Research|Technical Understanding,Data Modeling|Data Analysis|Resource Allocation|Budget Analysis|Sustainability Planning|Sustainability Planning,Environmental Management|Sustainability|Sustainability|Economics|Environmental Science,Bachelor's in Management|Bachelor's in Environmental Science|Bachelor's in Engineering,Business,157.0
Microservices Developer,Mid,65000,95000,3,7,Transportation,Problem Solving|Technical Understanding|Communication|Attention to Detail|Analytical Thinking|Adaptability,Microservices|Containerization|API Design|Google Cloud|Jenkins|Service Mesh,Customer Service|Cloud Computing|System Architecture|DevOps|Database Design,Bachelor's in Computer Science|Bachelor's in Software Engineering|Master's in Management,Technology,158.0
Music Producer,Mid,40000,70000,2,6,Transportation,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Adaptability,Sound Design|Sound Design|Sound Design|Solidity|Deep Learning|Sound Design,Theater|Digital Media|Design|Art|Art,Bachelor's in Music|Bachelor's in Engineering|Associate's in Photography,Creative,159.0
Investment Banking Analyst,Mid,65000,100000,2,5,Transportation,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Time Management|Organization|Critical Thinking,Financial Modeling|Real Estate Valuation|Business Analysis|Excel|MS Project|Financial Analysis,Investment Banking|Corporate Finance|Financial Markets|Mergers & Acquisitions|Capital Markets,Bachelor's in Finance|Bachelor's in Economics|Master's in Finance,Business,160.0
Autonomous Vehicle Engineer,Senior,80000,120000,4,8,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Research|Communication|Attention to Detail|Creativity,AI Algorithms|Computer Vision|Machine Learning|Computer Vision|Reinforcement Learning|Computer Vision,Robotics|Robotics|AI|Computer Vision|Technology,Master's in Artificial Intelligence|PhD in Computer Science|Bachelor's in Mechanical Engineering,Technology,161.0
Architectural Visualizer,Mid,45000,75000,2,5,Transportation,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Spatial Thinking,3D Modeling|Adobe Photoshop|Architecture|Photography|Graphic Design|Solidity,Data Visualization|3D Design|System Architecture|Design|Visual Art,Bachelor's in Architecture|Bachelor's in 3D Animation|Bachelor's in Digital Media,Creative,162.0
Franchise Operations Manager,Senior,60000,90000,4,8,Transportation,Leadership|Communication|Problem Solving|Organization|Strategic Thinking|Adaptability|Decision Making,Hospitality Management|Operations Management|Performance Management|Security Compliance|Model Training|Product Development,Team Management|Business Operations|Sales Strategy|Training & Development|Operations Management,Bachelor's in Business Administration|Bachelor's in Management|Master's in Business Administration,Business,163.0
Costume Designer,Mid,40000,65000,2,5,Transportation,Creativity|Attention to Detail|Communication|Technical Understanding|Problem Solving|Research,UX Design|Merchandising|Programming|Brand Development|Merchandising|Sketch,Character Design|Fashion|Theater|Film|Fashion,Bachelor's in Fashion Design|Bachelor's in Fashion Design|Bachelor's in Theater Arts,Creative,164.0
Corporate Finance Manager,Senior,70000,105000,4,8,Transportation,Leadership|Analytical Thinking|Communication|Problem Solving|Strategic Thinking|Decision Making|Organization,Financial Analysis|Budgeting|Forecasting|SEM|Accounting|Risk Management,Corporate Finance|Financial Planning|Investment Analysis|Business Strategy|Capital Markets,Master's in Finance|Bachelor's in Finance|Master's in Business Administration,Business,165.0
Algorithmic Trader,Senior,80000,130000,4,8,Transportation,Analytical Thinking|Problem Solving|Technical Understanding|Research|Attention to Detail|Critical Thinking|Decision Making,Market Analysis|Statistical Analysis|Python|Financial Modeling|Statistical Analysis|Machine Learning,Financial Markets|Finance|Algorithm Design|Financial Markets|Data Science,Master's in Finance|Bachelor's in Computer Science|Master's in Finance,Technology,166.0
Copywriter,Mid,40000,65000,1,5,Transportation,Creativity|Communication|Attention to Detail|Research|Adaptability|Problem Solving,Copywriting|Content Creation|SEO|Brand Messaging|Social Media Marketing|Video Editing,Advertising|Creative Writing|Marketing|Brand Management|Content Strategy,Bachelor's in English|Bachelor's in Marketing|Bachelor's in Communications,Creative,167.0
Neural Network Researcher,Senior,75000,115000,4,8,Transportation,Research|Problem Solving|Analytical Thinking|Communication|Critical Thinking|Technical Understanding|Creativity,Neural Networks|Deep Learning|Python|User Research|Copywriting|Data Analysis,Neural Networks|AI|Deep Learning|Computational Neuroscience|Machine Learning,PhD in Computer Science|Master's in Machine Learning|PhD in Computational Science,Technology,169.0
Game Artist,Mid,45000,75000,2,5,Transportation,Creativity|Attention to Detail|Technical Understanding|Communication|Problem Solving|Adaptability,3D Modeling|Graphic Design|Graphic Design|Animation|Environmental Management|Photography,Game Art|Character Design|Visual Storytelling|Animation|Visual Art,Bachelor's in Game Art|Bachelor's in Digital Media|Bachelor's in Animation,Creative,170.0
Sports Marketing Manager,Mid,55000,85000,3,7,Transportation,Communication|Strategic Thinking|Creativity|Problem Solving|Relationship Building|Organization|Adaptability,Content Marketing|Campaign Management|Campaign Management|Tourism Planning|Social Media Marketing|Brand Messaging,Marketing|Brand Management|Marketing|Marketing|Creativity,Bachelor's in Marketing|Bachelor's in Marketing|Bachelor's in Sports Management,Business,171.0
IoT Security Specialist,Mid,65000,95000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research,Authentication Systems|Network Security|Security Architecture|Vulnerability Assessment|Security Architecture|Penetration Testing,IoT|Cybersecurity|System Architecture|Network Security|Security,Bachelor's in Cybersecurity|Bachelor's in Computer Engineering|Master's in Cybersecurity,Technology,172.0
Editorial Designer,Mid,45000,70000,2,5,Transportation,Creativity|Attention to Detail|Communication|Problem Solving|Organization|Technical Understanding,UX Design|Typography|Layout Design|Manufacturing Processes|Adobe InDesign|Digital Marketing,Editorial Design|Publishing|Typography|Visual Communication|Digital Media,Bachelor's in Graphic Design|Bachelor's in Visual Communication|Bachelor's in Journalism,Creative,173.0
Healthcare Consultant,Senior,70000,110000,4,8,Transportation,Strategic Thinking|Communication|Analytical Thinking|Problem Solving|Industry Knowledge|Research|Leadership,Business Analysis|Process Improvement|Regulatory Compliance|Data Analysis|Change Management|Healthcare Software,Healthcare Management|Health Policy|Medical Administration|Business Strategy|Healthcare Innovation,Master's in Healthcare Administration|Bachelor's in Healthcare Management|Bachelor's in Healthcare Management,Business,174.0
Blockchain Architect,Senior,80000,125000,4,8,Transportation,Strategic Thinking|Technical Understanding|Problem Solving|Communication|Analytical Thinking|Research|Vision,Architecture|Authentication Systems|Cryptography|Contract Negotiation|AI Algorithms|Network Security,Blockchain Technology|Cryptocurrency|Distributed Systems|Finance|Cybersecurity,Master's in Computer Science|Bachelor's in Software Engineering|Master's in Information Technology,Technology,175.0
Animation Director,Senior,65000,95000,4,8,Transportation,Creativity|Leadership|Communication|Problem Solving|Vision|Technical Understanding|Decision Making,Animation|Storyboarding|Storyboarding|Storyboarding|Project Management|Manufacturing Processes,Animation|Visual Storytelling|Film|Creative Direction|Animation,Bachelor's in Animation|Master's in Theater Arts|Bachelor's in Fine Arts,Creative,176.0
Mergers & Acquisitions Analyst,Senior,70000,110000,4,8,Transportation,Analytical Thinking|Communication|Problem Solving|Attention to Detail|Critical Thinking|Research|Strategic Thinking,Financial Modeling|Budgeting|Real Estate Valuation|Contract Negotiation|Financial Analysis|Manufacturing Processes,Mergers & Acquisitions|Corporate Finance|Investment Banking|Business Strategy|Capital Markets,Master's in Finance|Bachelor's in Finance|Master's in Business Administration,Business,177.0
Applied Cryptographer,Senior,75000,115000,4,8,Transportation,Problem Solving|Analytical Thinking|Technical Understanding|Attention to Detail|Communication|Research|Critical Thinking,Cryptography|Authentication Systems|AI Algorithms|Programming|Programming|Penetration Testing,Security|Information Security|Algorithm Design|Mathematics|Security,PhD in Computational Science|Master's in Computer Science|Bachelor's in Mathematics,Technology,178.0
